pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,Error,Expected_result
452734338,AIGER-Real/bs1024n.aag,9164810,simpleBDDSolver,24326,seqreal1,332129,complete,2.3473,2.34754,92065440,REALIZABLE,-,realizable
452734342,AIGER-Real/interface-with-overflows-k16-liveness.aag,9164811,simpleBDDSolver,24326,seqreal2,332128,complete,11.9964,11.9973,92118388,REALIZABLE,-,realizable
452734343,AIGER-Real/interface-with-overflows-k16-liveness.aag,9164811,simpleBDDSolver,24326,seqreal1,332129,complete,9.93987,9.9407,92106312,REALIZABLE,-,realizable
452734347,AIGER-Real/mult8.aag,9164812,simpleBDDSolver,24326,seqreal2,332128,complete,38.4463,38.4656,92102888,REALIZABLE,-,realizable
452734348,AIGER-Real/mult8.aag,9164812,simpleBDDSolver,24326,seqreal1,332129,complete,42.2791,42.292,92119276,REALIZABLE,-,realizable
452734352,AIGER-Real/cycle_sched_4_7_1.aag,9164813,simpleBDDSolver,24326,seqreal2,332128,complete,11.5184,11.5214,92063332,REALIZABLE,-,realizable
452734353,AIGER-Real/cycle_sched_4_7_1.aag,9164813,simpleBDDSolver,24326,seqreal1,332129,complete,13.3657,13.3666,92064436,REALIZABLE,-,realizable
452734357,AIGER-Real/factory_assembly_5x3_1_0errors.aag,9164814,simpleBDDSolver,24326,seqreal2,332128,complete,0.646227,0.646239,92057584,REALIZABLE,-,realizable
452734358,AIGER-Real/factory_assembly_5x3_1_0errors.aag,9164814,simpleBDDSolver,24326,seqreal1,332129,complete,0.653747,0.653758,92057576,REALIZABLE,-,realizable
452734362,AIGER-Real/amba8b8unrealy.aag,9164815,simpleBDDSolver,24326,seqreal2,332128,complete,46.4274,46.4463,92198520,UNREALIZABLE,-,unrealizable
452734363,AIGER-Real/amba8b8unrealy.aag,9164815,simpleBDDSolver,24326,seqreal1,332129,complete,46.9236,46.9272,92194244,UNREALIZABLE,-,unrealizable
452734367,AIGER-Real/moving_obstacle_32x32_11glitches.aag,9164816,simpleBDDSolver,24326,seqreal2,332128,complete,4.52068,4.52104,92062828,REALIZABLE,-,realizable
452734368,AIGER-Real/moving_obstacle_32x32_11glitches.aag,9164816,simpleBDDSolver,24326,seqreal1,332129,complete,7.0761,7.07659,92077724,REALIZABLE,-,realizable
452734372,AIGER-Real/amba6f40y.aag,9164817,simpleBDDSolver,24326,seqreal2,332128,complete,54.3102,54.3149,92191604,REALIZABLE,-,realizable
452734373,AIGER-Real/amba6f40y.aag,9164817,simpleBDDSolver,24326,seqreal1,332129,complete,47.0215,47.0256,92119224,REALIZABLE,-,realizable
452734377,AIGER-Real/ltl2dba_Q6_comp2_REAL.aag,9164818,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.09,3600.42,92277596,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734378,AIGER-Real/ltl2dba_Q6_comp2_REAL.aag,9164818,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.1,3600.51,92277584,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734382,AIGER-Real/ltl2dpa_C26_comp2_REAL.aag,9164819,simpleBDDSolver,24326,seqreal2,332128,complete,6.52908,6.52956,92061272,REALIZABLE,-,realizable
452734383,AIGER-Real/ltl2dpa_C26_comp2_REAL.aag,9164819,simpleBDDSolver,24326,seqreal1,332129,complete,4.79202,4.79238,92060900,REALIZABLE,-,realizable
452734387,AIGER-Real/ltl2dba_U1-8_comp2_UNREAL.aag,9164820,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.05,3600.4,92282104,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734388,AIGER-Real/ltl2dba_U1-8_comp2_UNREAL.aag,9164820,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.02,3600.4,92282128,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734392,AIGER-Real/moving_obstacle_128x128_60glitches.aag,9164821,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.03,3600.43,92357844,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734393,AIGER-Real/moving_obstacle_128x128_60glitches.aag,9164821,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600,3600.43,92363284,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734397,AIGER-Real/cycle_sched_12_7_2.aag,9164822,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.01,3600.38,92305732,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734398,AIGER-Real/cycle_sched_12_7_2.aag,9164822,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.03,3600.41,92324920,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734402,AIGER-Real/driver_b8y.aag,9164823,simpleBDDSolver,24326,seqreal2,332128,complete,2.10861,2.10877,92057860,REALIZABLE,-,realizable
452734403,AIGER-Real/driver_b8y.aag,9164823,simpleBDDSolver,24326,seqreal1,332129,complete,2.22579,2.22594,92057788,REALIZABLE,-,realizable
452734407,AIGER-Real/factory_assembly_7x5_2_0errors.aag,9164824,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.07,3600.62,92481580,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734408,AIGER-Real/factory_assembly_7x5_2_0errors.aag,9164824,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.03,3600.53,92483632,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734412,AIGER-Real/driver_a9y.aag,9164825,simpleBDDSolver,24326,seqreal2,332128,complete,1.71067,1.71074,92061296,REALIZABLE,-,realizable
452734413,AIGER-Real/driver_a9y.aag,9164825,simpleBDDSolver,24326,seqreal1,332129,complete,1.69248,1.69259,92061192,REALIZABLE,-,realizable
452734417,AIGER-Real/beemgear1f1_c0to3.aag,9164826,simpleBDDSolver,24326,seqreal2,332128,complete,7.08983,7.09033,92057716,REALIZABLE,-,realizable
452734418,AIGER-Real/beemgear1f1_c0to3.aag,9164826,simpleBDDSolver,24326,seqreal1,332129,complete,6.48876,6.49019,92057716,REALIZABLE,-,realizable
452734422,AIGER-Real/gb_s2_r2_comp1_UNREAL.aag,9164827,simpleBDDSolver,24326,seqreal2,332128,complete,339.895,339.926,92189396,UNREALIZABLE,-,unrealizable
452734423,AIGER-Real/gb_s2_r2_comp1_UNREAL.aag,9164827,simpleBDDSolver,24326,seqreal1,332129,complete,1109.8,1109.9,92255420,UNREALIZABLE,-,unrealizable
452734427,AIGER-Real/cnt11n.aag,9164828,simpleBDDSolver,24326,seqreal2,332128,complete,0.024783,0.024787,113176,REALIZABLE,-,realizable
452734428,AIGER-Real/cnt11n.aag,9164828,simpleBDDSolver,24326,seqreal1,332129,complete,0.024333,0.0242881,113176,REALIZABLE,-,realizable
452734432,AIGER-Real/genbuf56f55unrealy.aag,9164829,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.07,3600.42,92275360,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734433,AIGER-Real/genbuf56f55unrealy.aag,9164829,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.1,3600.44,92270176,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734437,AIGER-Real/cycle_sched_28_8_4.aag,9164830,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.05,3600.42,92252676,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734438,AIGER-Real/cycle_sched_28_8_4.aag,9164830,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.02,3600.42,92247444,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734442,AIGER-Real/add256n.aag,9164831,simpleBDDSolver,24326,seqreal2,332128,complete,1247.95,1248.11,92264144,REALIZABLE,-,realizable
452734443,AIGER-Real/add256n.aag,9164831,simpleBDDSolver,24326,seqreal1,332129,complete,923.36,923.529,92260788,REALIZABLE,-,realizable
452734447,AIGER-Real/gb_s2_r2_comp3_REAL.aag,9164832,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.1,3600.45,92305616,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734448,AIGER-Real/gb_s2_r2_comp3_REAL.aag,9164832,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.04,3600.42,92260156,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734452,AIGER-Real/beemrshr2b1_c0to7.aag,9164833,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.06,3600.39,92201200,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734453,AIGER-Real/beemrshr2b1_c0to7.aag,9164833,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.1,3600.43,92200624,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734457,AIGER-Real/amba14c30y.aag,9164834,simpleBDDSolver,24326,seqreal2,332128,complete,84.5951,84.6013,92222648,REALIZABLE,-,realizable
452734458,AIGER-Real/amba14c30y.aag,9164834,simpleBDDSolver,24326,seqreal1,332129,complete,84.4236,84.4494,92217068,REALIZABLE,-,realizable
452734462,AIGER-Real/mult_bool_matrix_dyn_6_7.aag,9164835,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.05,3600.66,92707844,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734463,AIGER-Real/mult_bool_matrix_dyn_6_7.aag,9164835,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.01,3600.57,92764336,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734467,AIGER-Real/interface-with-overflows-k10-liveness.aag,9164836,simpleBDDSolver,24326,seqreal2,332128,complete,27.1834,27.1857,92124164,REALIZABLE,-,realizable
452734468,AIGER-Real/interface-with-overflows-k10-liveness.aag,9164836,simpleBDDSolver,24326,seqreal1,332129,complete,25.288,25.2898,92119640,REALIZABLE,-,realizable
452734472,AIGER-Real/load_5c_comp_comp4_REAL.aag,9164837,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.02,3600.42,92359168,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734473,AIGER-Real/load_5c_comp_comp4_REAL.aag,9164837,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.03,3600.41,92340320,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734477,AIGER-Real/factory_assembly_5x3_1_5errors.aag,9164838,simpleBDDSolver,24326,seqreal2,332128,complete,2.69146,2.69189,92060816,UNREALIZABLE,-,unrealizable
452734478,AIGER-Real/factory_assembly_5x3_1_5errors.aag,9164838,simpleBDDSolver,24326,seqreal1,332129,complete,2.71883,2.71904,92060848,UNREALIZABLE,-,unrealizable
452734482,AIGER-Real/gb_s2_r3_comp1_UNREAL.aag,9164839,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.03,3600.39,92276068,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734483,AIGER-Real/gb_s2_r3_comp1_UNREAL.aag,9164839,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.05,3600.42,92292376,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734487,AIGER-Real/mult10.aag,9164840,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.07,3600.5,92386276,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734488,AIGER-Real/mult10.aag,9164840,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.07,3600.51,92386276,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734492,AIGER-Real/driver_c7n.aag,9164841,simpleBDDSolver,24326,seqreal2,332128,complete,0.142604,0.142556,113176,UNREALIZABLE,-,unrealizable
452734493,AIGER-Real/driver_c7n.aag,9164841,simpleBDDSolver,24326,seqreal1,332129,complete,0.143904,0.143878,113176,UNREALIZABLE,-,unrealizable
452734497,AIGER-Real/bakery_nondet_sym.aag,9164842,simpleBDDSolver,24326,seqreal2,332128,complete,0.089484,0.089511,113176,UNREALIZABLE,-,unrealizable
452734498,AIGER-Real/bakery_nondet_sym.aag,9164842,simpleBDDSolver,24326,seqreal1,332129,complete,0.089293,0.089296,113176,UNREALIZABLE,-,unrealizable
452734502,AIGER-Real/amba7b10n.aag,9164843,simpleBDDSolver,24326,seqreal2,332128,complete,60.3711,60.3757,92188048,REALIZABLE,-,realizable
452734503,AIGER-Real/amba7b10n.aag,9164843,simpleBDDSolver,24326,seqreal1,332129,complete,39.8666,39.8697,92163144,REALIZABLE,-,realizable
452734507,AIGER-Real/factory_assembly_4x3_1_1errors.aag,9164844,simpleBDDSolver,24326,seqreal2,332128,complete,0.351828,0.352018,113176,REALIZABLE,-,realizable
452734508,AIGER-Real/factory_assembly_4x3_1_1errors.aag,9164844,simpleBDDSolver,24326,seqreal1,332129,complete,0.349649,0.349647,113176,REALIZABLE,-,realizable
452734512,AIGER-Real/mult_bool_matrix_5_5_5.aag,9164845,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.03,3600.61,92642548,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734513,AIGER-Real/mult_bool_matrix_5_5_5.aag,9164845,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.05,3600.57,92642552,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734517,AIGER-Real/factory_assembly_5x3_1_4errors.aag,9164846,simpleBDDSolver,24326,seqreal2,332128,complete,2.54479,2.54493,92060788,REALIZABLE,-,realizable
452734518,AIGER-Real/factory_assembly_5x3_1_4errors.aag,9164846,simpleBDDSolver,24326,seqreal1,332129,complete,1.31319,1.31467,92058832,REALIZABLE,-,realizable
452734522,AIGER-Real/genbuf64c2unrealy.aag,9164847,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.02,3600.42,92370456,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734523,AIGER-Real/genbuf64c2unrealy.aag,9164847,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.06,3600.46,92400332,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734527,AIGER-Real/genbuf32f50n.aag,9164848,simpleBDDSolver,24326,seqreal2,332128,complete,1453.21,1453.42,92281264,REALIZABLE,-,realizable
452734528,AIGER-Real/genbuf32f50n.aag,9164848,simpleBDDSolver,24326,seqreal1,332129,complete,1405.73,1405.94,92283780,REALIZABLE,-,realizable
452734532,AIGER-Real/factory_assembly_7x3_1_0errors.aag,9164849,simpleBDDSolver,24326,seqreal2,332128,complete,8.37266,8.37322,92085472,REALIZABLE,-,realizable
452734533,AIGER-Real/factory_assembly_7x3_1_0errors.aag,9164849,simpleBDDSolver,24326,seqreal1,332129,complete,9.26132,9.26207,92107800,REALIZABLE,-,realizable
452734537,AIGER-Real/genbuf32b3unrealy.aag,9164850,simpleBDDSolver,24326,seqreal2,332128,complete,39.3147,39.3176,92124836,UNREALIZABLE,-,unrealizable
452734538,AIGER-Real/genbuf32b3unrealy.aag,9164850,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.01,3600.61,92323520,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734542,AIGER-Real/load_full_4_comp1_REAL.aag,9164851,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.01,3600.36,92271048,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734543,AIGER-Real/load_full_4_comp1_REAL.aag,9164851,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.08,3600.41,92267188,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734547,AIGER-Real/moving_obstacle_128x128_59glitches.aag,9164852,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.01,3600.37,92292064,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734548,AIGER-Real/moving_obstacle_128x128_59glitches.aag,9164852,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.02,3600.41,92315272,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734552,AIGER-Real/ltl2dba_Q4_comp2_REAL.aag,9164853,simpleBDDSolver,24326,seqreal2,332128,complete,2217.29,2217.62,92257668,REALIZABLE,-,realizable
452734553,AIGER-Real/ltl2dba_Q4_comp2_REAL.aag,9164853,simpleBDDSolver,24326,seqreal1,332129,complete,2908.26,2908.53,92269244,REALIZABLE,-,realizable
452734557,AIGER-Real/moving_obstacle_64x64_28glitches.aag,9164854,simpleBDDSolver,24326,seqreal2,332128,complete,99.8099,99.8172,92196944,UNREALIZABLE,-,unrealizable
452734558,AIGER-Real/moving_obstacle_64x64_28glitches.aag,9164854,simpleBDDSolver,24326,seqreal1,332129,complete,100.856,100.863,92196912,UNREALIZABLE,-,unrealizable
452734562,AIGER-Real/moving_obstacle_64x64_27glitches.aag,9164855,simpleBDDSolver,24326,seqreal2,332128,complete,77.89,77.8954,92170992,REALIZABLE,-,realizable
452734563,AIGER-Real/moving_obstacle_64x64_27glitches.aag,9164855,simpleBDDSolver,24326,seqreal1,332129,complete,63.2385,63.2769,92170992,REALIZABLE,-,realizable
452734567,AIGER-Real/load_full_6_comp1_UNREAL.aag,9164856,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.02,3600.35,92243360,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734568,AIGER-Real/load_full_6_comp1_UNREAL.aag,9164856,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.08,3600.4,92247108,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734572,AIGER-Real/beemextnc3b1_c0to3.aag,9164857,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.04,3600.49,92367268,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734573,AIGER-Real/beemextnc3b1_c0to3.aag,9164857,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.01,3600.43,92367268,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734577,AIGER-Real/beembrdg3f1_c0to3.aag,9164858,simpleBDDSolver,24326,seqreal2,332128,complete,3.33987,3.3401,92055612,REALIZABLE,-,realizable
452734578,AIGER-Real/beembrdg3f1_c0to3.aag,9164858,simpleBDDSolver,24326,seqreal1,332129,complete,3.34438,3.34462,92055612,REALIZABLE,-,realizable
452734582,AIGER-Real/demo-v25_2_UNREAL.aag,9164859,simpleBDDSolver,24326,seqreal2,332128,complete,2.14914,2.14929,92058916,UNREALIZABLE,-,unrealizable
452734583,AIGER-Real/demo-v25_2_UNREAL.aag,9164859,simpleBDDSolver,24326,seqreal1,332129,complete,2.22962,2.22981,92059412,UNREALIZABLE,-,unrealizable
452734587,AIGER-Real/gb_s2_r4_comp1_UNREAL.aag,9164860,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.09,3600.51,92264264,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734588,AIGER-Real/gb_s2_r4_comp1_UNREAL.aag,9164860,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.01,3600.32,92193856,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734592,AIGER-Real/genbuf48b3unrealy.aag,9164861,simpleBDDSolver,24326,seqreal2,332128,complete,176.383,176.459,92267644,UNREALIZABLE,-,unrealizable
452734593,AIGER-Real/genbuf48b3unrealy.aag,9164861,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.05,3600.42,92301680,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734597,AIGER-Real/cnt25n.aag,9164862,simpleBDDSolver,24326,seqreal2,332128,complete,347.028,347.057,92054784,REALIZABLE,-,realizable
452734598,AIGER-Real/cnt25n.aag,9164862,simpleBDDSolver,24326,seqreal1,332129,complete,335.647,335.686,92054784,REALIZABLE,-,realizable
452734602,AIGER-Real/cycle_sched_2_3_1.aag,9164863,simpleBDDSolver,24326,seqreal2,332128,complete,0.048635,0.048603,113176,REALIZABLE,-,realizable
452734603,AIGER-Real/cycle_sched_2_3_1.aag,9164863,simpleBDDSolver,24326,seqreal1,332129,complete,0.048539,0.0485249,113176,REALIZABLE,-,realizable
452734607,AIGER-Real/cycle_sched_8_5_1.aag,9164864,simpleBDDSolver,24326,seqreal2,332128,complete,70.7786,70.7843,92122124,REALIZABLE,-,realizable
452734608,AIGER-Real/cycle_sched_8_5_1.aag,9164864,simpleBDDSolver,24326,seqreal1,332129,complete,139.33,139.341,92189804,REALIZABLE,-,realizable
452734612,AIGER-Real/mult_bool_matrix_4_5_5.aag,9164865,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.06,3600.57,92517756,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734613,AIGER-Real/mult_bool_matrix_4_5_5.aag,9164865,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.06,3600.52,92517756,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734617,AIGER-Real/ltl2dba_R6_comp5_UNREAL.aag,9164866,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.08,3600.51,92362240,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734618,AIGER-Real/ltl2dba_R6_comp5_UNREAL.aag,9164866,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.04,3600.47,92362244,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
452734622,AIGER-Real/load_full_5_comp2_REAL.aag,9164867,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.02,3600.39,92268868,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734623,AIGER-Real/load_full_5_comp2_REAL.aag,9164867,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.02,3600.41,92292092,--,Found neither REALIZABLE nor UNREALIZABLE,unknown
452734627,AIGER-Real/moving_obstacle_24x24_8glitches.aag,9164868,simpleBDDSolver,24326,seqreal2,332128,complete,3.35243,3.35266,92061892,UNREALIZABLE,-,unrealizable
452734628,AIGER-Real/moving_obstacle_24x24_8glitches.aag,9164868,simpleBDDSolver,24326,seqreal1,332129,complete,3.37827,3.46507,92061908,UNREALIZABLE,-,unrealizable
452734632,AIGER-Real/load_full_2_comp5_REAL.aag,9164869,simpleBDDSolver,24326,seqreal2,332128,complete,21.9156,21.9187,92098000,REALIZABLE,-,realizable
452734633,AIGER-Real/load_full_2_comp5_REAL.aag,9164869,simpleBDDSolver,24326,seqreal1,332129,complete,18.2888,18.29,92113460,REALIZABLE,-,realizable
452734637,AIGER-Real/moving_obstacle_24x24_7glitches.aag,9164870,simpleBDDSolver,24326,seqreal2,332128,complete,4.97859,4.97901,92063324,REALIZABLE,-,realizable
452734638,AIGER-Real/moving_obstacle_24x24_7glitches.aag,9164870,simpleBDDSolver,24326,seqreal1,332129,complete,4.96024,4.96369,92074860,REALIZABLE,-,realizable
452734642,AIGER-Real/mult_bool_matrix_5_5_4.aag,9164871,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.04,3600.61,92642548,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734643,AIGER-Real/mult_bool_matrix_5_5_4.aag,9164871,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.01,3600.62,92642552,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734647,AIGER-Real/add160n.aag,9164872,simpleBDDSolver,24326,seqreal2,332128,complete,382.082,382.153,92182816,REALIZABLE,-,realizable
452734648,AIGER-Real/add160n.aag,9164872,simpleBDDSolver,24326,seqreal1,332129,complete,338.134,338.208,92186412,REALIZABLE,-,realizable
452734652,AIGER-Real/mult_bool_matrix_6_7_7.aag,9164873,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.02,3600.53,92691828,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734653,AIGER-Real/mult_bool_matrix_6_7_7.aag,9164873,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.02,3600.61,92691828,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734657,AIGER-Real/mult16.aag,9164874,simpleBDDSolver,24326,seqreal2,332128,timeout (cpu),3600.03,3600.43,92417704,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734658,AIGER-Real/mult16.aag,9164874,simpleBDDSolver,24326,seqreal1,332129,timeout (cpu),3600.04,3600.52,92417704,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
452734662,AIGER-Real/mv16n.aag,9164875,simpleBDDSolver,24326,seqreal2,332128,complete,0.055025,0.054976,113176,REALIZABLE,-,realizable
452734663,AIGER-Real/mv16n.aag,9164875,simpleBDDSolver,24326,seqreal1,332129,complete,0.055011,0.0550271,113176,REALIZABLE,-,realizable
452734667,AIGER-Real/demo-v25_5_UNREAL.aag,9164876,simpleBDDSolver,24326,seqreal2,332128,complete,11.5948,11.5957,92074684,UNREALIZABLE,-,unrealizable
452734668,AIGER-Real/demo-v25_5_UNREAL.aag,9164876,simpleBDDSolver,24326,seqreal1,332129,complete,11.8363,11.8385,92078412,UNREALIZABLE,-,unrealizable
452734672,AIGER-Real/genbuf64b40n.aag,9164877,simpleBDDSolver,24326,seqreal2,332128,complete,825.652,825.792,92279856,REALIZABLE,-,realizable
